"date","new_cases"
"1079","2022-12-16",62112
"1080","2022-12-17",56361
"1081","2022-12-18",52544
"1082","2022-12-19",35879
"1083","2022-12-20",8201
"1084","2022-12-21",71212
"1085","2022-12-22",54565
"1086","2022-12-23",47594
"1087","2022-12-24",43766
"1088","2022-12-25",40494
"1089","2022-12-26",22690
"1090","2022-12-27",5410
"1091","2022-12-28",30989
"1092","2022-12-29",26081
"1093","2022-12-30",22563
"1094","2022-12-31",23705
"1095","2023-01-01",21836
"1096","2023-01-02",14180
"1097","2023-01-03",2218
"1098","2023-01-04",22916
"1099","2023-01-05",14105
"1100","2023-01-06",9356
"1101","2023-01-07",10383
"1102","2023-01-08",8961
"1103","2023-01-09",6079
"1104","2023-01-10",1697
"1105","2023-01-11",11715
"1106","2023-01-12",7635
"1107","2023-01-13",5946
"1108","2023-01-14",6202
"1109","2023-01-15",5429
"1110","2023-01-16",3861
"1111","2023-01-17",1230
"1112","2023-01-18",8381
"1113","2023-01-19",5894
"1114","2023-01-20",3997
"1115","2023-01-21",4445
"1116","2023-01-22",4324
"1117","2023-01-23",3477
"1118","2023-01-24",701
"1119","2023-01-25",7263
"1120","2023-01-26",5347
"1121","2023-01-27",5287
"1122","2023-01-28",3583
"1123","2023-01-29",4513
"1124","2023-01-30",3802
"1125","2023-01-31",722
"1126","2023-02-01",6860
"1127","2023-02-02",4506
"1128","2023-02-03",3315
"1129","2023-02-04",3618
"1130","2023-02-05",3312
"1131","2023-02-06",2632
"1132","2023-02-07",547
"1133","2023-02-08",4999
"1134","2023-02-09",3991
"1135","2023-02-10",3651
"1136","2023-02-11",3366
"1137","2023-02-12",3187
"1138","2023-02-13",2469
"1139","2023-02-14",589
"1140","2023-02-15",4986
"1141","2023-02-16",3972
"1142","2023-02-17",4021
"1143","2023-02-18",3589
"1144","2023-02-19",4236
"1145","2023-02-20",2999
"1146","2023-02-21",807
"1147","2023-02-22",5772
"1148","2023-02-23",4584
"1149","2023-02-24",4489
"1150","2023-02-25",3917
"1151","2023-02-26",3843
"1152","2023-02-27",2942
"1153","2023-02-28",736
"1154","2023-03-01",5651
"1155","2023-03-02",4525
"1156","2023-03-03",4196
"1157","2023-03-04",3194
"1158","2023-03-05",4013
"1159","2023-03-06",3180
"1160","2023-03-07",745
"1161","2023-03-08",7063
"1162","2023-03-09",5987
"1163","2023-03-10",6308
"1164","2023-03-11",6188
"1165","2023-03-12",6072
"1166","2023-03-13",4558
"1167","2023-03-14",886
"1168","2023-03-15",9937
"1169","2023-03-16",8348
"1170","2023-03-17",7932
"1171","2023-03-18",7228
"1172","2023-03-19",7210
"1173","2023-03-20",5459
"1174","2023-03-21",1237
"1175","2023-03-22",11519
"1176","2023-03-23",9759
"1177","2023-03-24",9249
"1178","2023-03-25",8839
"1179","2023-03-26",8435
"1180","2023-03-27",6211
"1181","2023-03-28",1464
"1182","2023-03-29",11476
"1183","2023-03-30",10884
"1184","2023-03-31",9519
"1185","2023-04-01",9211
"1186","2023-04-02",8455
"1187","2023-04-03",6027
"1188","2023-04-04",1453
"1189","2023-04-05",12191
"1190","2023-04-06",9922
"1191","2023-04-07",9374
"1192","2023-04-08",8786
"1193","2023-04-09",7739
"1194","2023-04-10",6474
"1195","2023-04-11",1342
"1196","2023-04-12",1884
"1197","2023-04-13",14188
"1198","2023-04-14",10678
"1199","2023-04-15",9467
"1200","2023-04-16",8186
"1201","2023-04-17",5805
"1202","2023-04-18",1411
"1203","2023-04-19",NA
